CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c3,숙박,북마크하우스&카페,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,2023,149,18,5,11,13,18,13,14,17,11,7,12,10
c3,숙박,북촌플레이스,제주특별자치도 제주시 조천읍 일주동로 1435,2023,229,23,18,21,35,31,26,19,15,19,14,7,1
c3,숙박,브라운 스위트 제주 호텔 & 리조트,제주특별자치도 서귀포시 성산읍 고성오조로 94,2023,255,31,17,30,29,28,18,26,23,18,10,12,13
c3,숙박,브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,2023,332,33,17,28,31,40,29,26,24,25,31,14,34
c3,숙박,브리즈베이호텔,제주특별자치도 서귀포시 성산읍 성산등용로 42,2023,214,20,22,30,35,26,17,13,14,10,16,6,5
c3,숙박,브릭216,제주특별자치도 서귀포시 이어도로 216,2023,296,44,22,24,40,34,23,22,25,24,20,11,7
c3,숙박,블라제리조트,제주특별자치도 서귀포시 표선면 녹산로 274,2023,367,58,26,62,50,42,23,18,22,23,19,5,19
c3,숙박,블란디야,제주특별자치도 서귀포시 법환로 15,2023,275,32,27,27,23,27,23,28,28,26,17,11,6
c3,숙박,블랑게스트하우스,제주특별자치도 서귀포시 표선면 표선관정로43번길 76-31,2023,195,26,10,17,17,37,14,12,8,12,12,12,18
c3,숙박,블랙롯지,제주특별자치도 서귀포시 성산읍 서성일로991번길 25,2023,168,17,13,16,19,17,12,9,13,15,13,9,15
c3,숙박,블랙샌즈호텔,제주특별자치도 제주시 선사로 8,2023,102,11,9,12,14,13,9,9,9,9,4,1,2
c3,숙박,블랙스톤리조트,제주특별자치도 제주시 한림읍 한창로 925-122,2023,504,63,39,46,42,53,44,30,41,53,49,28,16
c3,숙박,블루마린,제주특별자치도 서귀포시 표선면 민속해안로 349,2023,210,19,26,19,17,25,30,15,16,10,12,17,4
c3,숙박,블루마운틴호텔,제주특별자치도 서귀포시 성산읍 일출로 297,2023,246,38,26,28,31,31,23,17,16,13,13,7,3
c3,숙박,블루오션,제주특별자치도 서귀포시 대정읍 가파로 53,2023,226,31,19,33,43,18,22,12,7,8,10,8,15
c3,숙박,블루펄,제주특별자치도 서귀포시 태평로92번길 35,2023,247,32,13,21,52,38,18,33,15,18,6,1,0
c3,숙박,블루펄리조트,제주특별자치도 서귀포시 태평로92번길 35,2023,3,0,0,0,0,0,0,0,0,0,0,0,3
c3,숙박,블루하와이리조트,제주특별자치도 제주시 한림읍 한림로 77,2023,614,69,41,78,71,88,55,49,49,46,29,21,18
c3,숙박,블룸호텔,제주특별자치도 서귀포시 중문관광로72번길 53,2023,278,37,29,30,40,32,25,15,17,29,10,7,7
c3,숙박,비레이지,제주특별자치도 서귀포시 남원읍 위미해안로129번길 17,2023,7,0,0,0,0,0,0,0,0,0,0,0,7
c3,숙박,비비엔다,제주특별자치도 제주시 구좌읍 세화11길 18,2023,360,23,12,27,55,33,24,34,37,46,22,28,19
c3,숙박,비스비제주 앤 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,2023,3,0,0,0,0,0,0,0,0,0,0,0,3
c3,숙박,비스타리조트,제주특별자치도 제주시 서해안로 74,2023,191,24,9,22,19,26,23,16,15,16,12,5,4
c3,숙박,비스타케이호텔월드컵,제주특별자치도 서귀포시 김정문화로41번길 10-6,2023,471,50,28,34,69,100,30,41,28,23,24,26,18
c3,숙박,비아 제주,제주특별자치도 제주시 삼무로9길 11,2023,211,28,16,22,20,20,17,15,22,21,20,9,1
c3,숙박,비안,제주특별자치도 제주시 조천읍 중산간동로 1197-16,2023,538,88,73,56,51,59,51,31,34,34,26,26,9
c3,숙박,비앤비호텔,제주특별자치도 제주시 삼무로3길 48,2023,76,11,3,7,11,6,5,10,4,9,6,2,2
c3,숙박,비오하우스,제주특별자치도 제주시 구좌읍 월정3길 53-5,2023,302,37,30,36,27,33,35,28,24,17,17,11,7
c3,숙박,비자낭달집,제주특별자치도 제주시 구좌읍 비자림로 2279,2023,152,16,9,13,18,18,12,12,18,9,10,7,10
c3,숙박,비젠빌리지,제주특별자치도 제주시 구좌읍 하도9길 72,2023,719,79,74,94,72,86,66,49,60,52,39,31,17
c3,숙박,비지터게스트하우스,제주특별자치도 제주시 오현길 85,2023,445,54,16,44,52,45,39,20,29,47,24,36,39
c3,숙박,비치조아,제주특별자치도 제주시 서흘길 7,2023,259,17,25,19,29,34,18,42,12,24,17,10,12
c3,숙박,빌라배알로,제주특별자치도 서귀포시 성산읍 환해장성로 941,2023,224,33,15,16,26,19,18,20,19,19,13,12,14
c3,숙박,빌라비하우스,제주특별자치도 서귀포시 색달로64번길 51,2023,249,32,17,16,30,33,23,15,23,27,13,8,12
c3,숙박,빌라사계,제주특별자치도 서귀포시 안덕면 사계북로 157-20,2023,442,44,55,82,78,51,36,29,25,15,15,8,4
c3,숙박,빌림,제주특별자치도 제주시 오래물길 23,2023,302,42,24,31,41,36,22,27,25,26,14,10,4
c3,숙박,빠담빠담게스트하우스,제주특별자치도 서귀포시 표선면 돈오름로 198-4,2023,378,33,30,41,35,33,34,24,28,31,26,36,27
c3,숙박,뽀요요펜션,제주특별자치도 제주시 우도면 우도해안길 128,2023,237,26,14,38,26,19,23,17,15,24,15,7,13
c3,숙박,뿌리게스트하우스,제주특별자치도 제주시 한경면 용수1길 3,2023,422,30,25,42,51,38,37,24,29,33,36,29,48
c3,숙박,쁘띠제주빅터펜션,제주특별자치도 제주시 서해안로 340,2023,176,28,11,24,21,13,16,16,12,15,13,5,2
c3,숙박,사계여행민박,제주특별자치도 서귀포시 안덕면 산방로 262,2023,205,31,12,16,24,25,17,17,15,12,13,13,10
c3,숙박,사계절민박,제주특별자치도 제주시 추자면 신양2길 12,2023,290,27,23,34,47,16,35,24,15,23,13,18,15
c3,숙박,사랑이꽃피는민박,제주특별자치도 제주시 구좌읍 김녕로19길 12,2023,1187,51,34,62,56,69,60,582,138,40,30,35,30
c3,숙박,사랑터울,제주특별자치도 제주시 어영길 25,2023,168,21,11,15,22,15,29,13,11,15,9,1,6
c3,숙박,사면초가펜션,제주특별자치도 제주시 한경면 판조로 62,2023,332,30,27,42,40,40,39,26,28,18,17,10,15
c3,숙박,산방산에펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,2023,385,43,35,56,44,32,36,32,23,25,14,15,30
c3,숙박,산방산파크텔,제주특별자치도 서귀포시 안덕면 화순서서로 63,2023,213,68,25,16,17,14,18,14,16,10,8,3,4
c3,숙박,산방산호텔,제주특별자치도 서귀포시 대정읍 일주서로 2093,2023,341,40,48,37,60,41,31,20,18,19,11,11,5
c3,숙박,산토리니 펜션,제주시 애월읍 애월해안로 774,2023,455,49,34,62,49,57,41,22,40,27,19,24,31
c3,숙박,삼다펜션,제주특별자치도 제주시 서해안로 456-6,2023,112,8,2,9,8,18,10,26,9,6,8,3,5
c3,숙박,삼보민박,제주특별자치도 제주시 한림읍 명월성로 627,2023,182,30,8,27,15,15,18,14,15,14,12,6,8
c3,숙박,삼해인관광호텔,제주특별자치도 제주시 도령로 108,2023,242,35,10,24,36,37,15,20,22,18,14,8,3
c3,숙박,상추네펜션,제주특별자치도 서귀포시 검은여로 81-3,2023,76,0,0,0,0,0,0,0,25,14,20,17,0
c3,숙박,샤모니리조트,제주특별자치도 서귀포시 중산간서로 68,2023,8,0,0,0,0,0,0,0,0,0,0,0,8
c3,숙박,서귀포 늘바다 애견동반펜션,제주특별자치도 서귀포시 안덕면 대평로 38,2023,18,0,0,0,0,0,0,0,0,0,0,0,18
c3,숙박,서귀포KAL호텔,제주특별자치도 서귀포시 칠십리로 242,2023,866,91,77,88,81,117,68,76,77,43,48,47,53
c3,숙박,서귀포귤림성,제주특별자치도 서귀포시 일주동로 8941,2023,352,48,46,60,38,35,20,20,22,25,24,7,7
c3,숙박,서귀포통나무집,제주특별자치도 서귀포시 칠십리로503번길 1,2023,264,57,26,30,19,23,26,13,24,21,19,4,2
c3,숙박,서귀포푸른바다,제주도 서귀포시 남성로128번길 37-10,2023,412,47,43,50,47,58,18,30,41,27,35,16,0
c3,숙박,서귀포호텔  카라반,제주특별자치도 서귀포시 상예로 319,2023,369,37,27,41,50,30,42,42,20,25,15,15,25
c3,숙박,서귀포힐즈호텔,제주특별자치도 서귀포시 신서로48번길 50,2023,232,45,17,33,31,29,16,16,16,15,9,0,5
c3,숙박,서머셋 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,2023,739,95,66,79,64,84,64,61,44,47,35,54,46
c3,숙박,선샤인호텔,제주시 조천읍 신북로 481-9,2023,257,31,15,26,30,28,22,14,26,24,17,3,21
c3,숙박,선스토리,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,2023,307,41,28,44,34,46,27,24,18,17,15,9,4
c3,숙박,섬타임즈,제주특별자치도 제주시 연대마을길 66-1,2023,321,34,25,36,32,32,34,21,26,28,19,23,11
c3,숙박,성게돌 펜션,제주특별자치도 서귀포시 쇠소깍로 186,2023,155,26,15,12,14,29,10,14,9,9,7,8,2
c3,숙박,성산아침노을펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 14-1,2023,454,61,61,50,59,44,44,25,25,21,14,12,38
c3,숙박,성산우리집 펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 9,2023,287,21,26,40,30,44,39,21,20,12,13,11,10
c3,숙박,성산풀하우스,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21-4,2023,639,63,56,71,53,59,60,72,50,32,29,51,43
c3,숙박,세난포레스트,제주특별자치도 제주시 조천읍 중산간동로 883-31 (와산리) 2층,2023,64,0,0,0,0,0,0,0,0,0,27,31,6
c3,숙박,세화리움,제주특별자치도 제주시 구좌읍 해녀박물관길 29,2023,275,33,10,25,40,45,21,20,24,21,16,10,10
c3,숙박,세화맨션,제주특별자치도 제주시 구좌읍 세화7길 17-10,2023,828,93,62,64,58,82,69,71,94,60,49,65,61
c3,숙박,셋째날,제주특별자치도 서귀포시 하신상로 273-7,2023,136,24,11,9,21,22,7,9,10,8,6,5,4
c3,숙박,소낭게스트하우스,제주특별자치도 제주시 구좌읍 월정1길 1,2023,361,40,23,27,41,44,36,22,25,29,21,24,29
c3,숙박,소낭재,제주특별자치도 제주시 한림읍 협재로 181-57,2023,167,15,13,13,14,21,17,16,12,14,15,7,10
c3,숙박,소노벨제주,제주특별자치도 제주시 조천읍 신북로 577,2023,805,226,83,69,69,68,77,80,36,29,25,25,18
c3,숙박,소노캄제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17,2023,1776,301,202,213,182,191,179,121,113,83,72,63,56
c3,숙박,소노캄제주(미공개),제주특별자치도 서귀포시 표선면 일주동로 6347-17,2023,109,109,0,0,0,0,0,0,0,0,0,0,0
c3,숙박,소담펜션,제주특별자치도 서귀포시 막숙포로 146,2023,199,30,18,23,20,32,18,17,15,12,7,3,4
c3,숙박,소라담하우스,제주특별자치도 제주시 조천읍 신촌남8길 10,2023,253,39,31,26,29,26,19,13,24,11,17,11,7
c3,숙박,소랑풀빌라,제주특별자치도 제주시 조천읍 곱은달남길 218,2023,788,74,56,59,77,75,89,47,48,39,16,70,138
c3,숙박,소랑호젠,제주특별자치도 서귀포시 남원읍 태위로 545,2023,417,42,36,57,48,57,51,28,28,28,15,11,16
c3,숙박,소섬바당,제주특별자치도 제주시 우도면 우도로 190,2023,159,13,12,14,17,22,20,14,12,16,9,9,1
c3,숙박,소소게스트하우스,제주특별자치도 제주시 애월읍 소길남길 190-18,2023,434,45,14,37,49,46,39,30,25,34,27,36,52
c3,숙박,소풍(월정리),제주특별자치도 제주시 구좌읍 월정1길 23,2023,920,113,106,126,119,96,84,62,77,68,37,32,0
c3,숙박,소풍BnB,제주특별자치도 서귀포시 호근남로 82,2023,196,28,12,21,21,20,26,18,13,11,14,6,6
c3,숙박,소풍이야기 펜션,제주시 애월읍 애월해안로 832,2023,254,25,13,32,35,38,27,17,17,12,16,10,12
c3,숙박,솔로 게스트하우스,제주특별자치도 서귀포시 대정읍 송악관광로411번길 11,2023,494,50,44,40,48,68,71,28,60,18,33,10,24
c3,숙박,솔민박,제주특별자치도 서귀포시 표선면 민속해안로 227-39,2023,365,31,32,43,39,45,61,35,22,22,18,7,10
c3,숙박,솔바람풍경소리펜션,제주특별자치도 서귀포시 남원읍 태수로143번길 132-37,2023,408,33,28,53,48,43,32,32,35,34,21,13,36
c3,숙박,송림원,제주특별자치도 제주시 애월읍 천덕로 313-3,2023,309,35,31,32,35,38,35,22,22,20,21,12,6
c3,숙박,쇠소깍섬도리왓펜션,서귀포시 효돈순환로 217-3,2023,330,27,15,41,31,43,44,26,29,18,19,24,13
c3,숙박,쇠소깍올레민박,제주특별자치도 서귀포시 효돈로204번길 23,2023,271,33,22,27,26,29,20,10,20,30,18,27,9
c3,숙박,수상한소금밭게스트하우스,제주특별자치도 제주시 구좌읍 종달동길 36-10,2023,503,63,47,52,67,53,37,30,36,32,24,21,41
c3,숙박,수상한집 광보네,제주특별자치도 제주시 도련3길 14-4 2층,2023,40,39,1,0,0,0,0,0,0,0,0,0,0
c3,숙박,수앤수가족호텔,제주시 애월읍 부룡수길 60,2023,296,31,27,29,25,31,30,28,21,27,19,14,14
c3,숙박,수필하우스,제주특별자치도 제주시 구좌읍 종달논길 50-1,2023,216,24,12,17,16,29,19,16,12,11,9,16,35
c3,숙박,수하리839,제주특별자치도 서귀포시 성산읍 온평애향로 21,2023,297,41,16,34,21,35,36,28,24,22,16,14,10
c3,숙박,숨비아일랜드,제주특별자치도 서귀포시 성산읍 신천서로 91,2023,195,25,10,23,29,27,27,16,14,11,8,1,4
c3,숙박,숲골 독채펜션,제주특별자치도 제주시 조천읍 선교로 211-19,2023,6,0,0,0,0,0,0,0,0,0,0,0,6
c3,숙박,숲골 제주독채펜션,제주특별자치도 제주시 조천읍 선교로 211-19,2023,363,55,46,48,66,39,29,18,17,15,17,13,0
c3,숙박,쉴띠펜션&게스트하우스,제주특별자치도 서귀포시 안덕면 한창로 102-1,2023,11,0,0,0,0,0,0,0,0,0,0,0,11
c3,숙박,쉴띠펜션&게스트하우스,제주특별자치도 서귀포시 안덕면 한창로 104,2023,136,19,24,12,15,15,9,11,10,12,4,5,0
c3,숙박,쉴만한 물가,제주특별자치도 제주시 한림읍 월령안길 28,2023,423,61,28,39,51,60,46,25,23,33,16,16,25
c3,숙박,쉼게스트하우스,제주특별자치도 제주시 한림읍 옹포2길 30,2023,282,25,24,31,40,30,20,21,19,48,24,0,0
c3,숙박,쉼멍스테이,제주특별자치도 서귀포시 대정읍 신영로 16-14,2023,579,154,65,48,52,45,47,50,41,21,20,18,18
c3,숙박,스마일모텔,제주특별자치도 제주시 연동13길 42,2023,177,28,5,18,21,21,14,16,12,25,8,5,4
c3,숙박,스머프하우스,제주특별자치도 서귀포시 천제연로 127-1,2023,320,40,27,29,40,25,22,26,28,25,26,19,13
c3,숙박,스위트모텔,제주특별자치도 제주시 삼무로3길 9,2023,287,41,18,38,30,34,30,18,21,30,13,7,7
c3,숙박,스위트호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 67,2023,311,33,24,40,50,36,33,18,27,17,14,10,9
c3,숙박,스카이리더스호텔,제주특별자치도 제주시 신광로 106,2023,81,12,5,9,11,12,4,11,4,7,2,2,2
c3,숙박,스카이워커,제주특별자치도 제주시 관덕로13길 11,2023,64,3,5,7,4,12,3,4,7,6,4,3,6
c3,숙박,스쿠버스토리,제주특별자치도 서귀포시 태평로536번길 17,2023,93,13,5,9,10,13,10,8,7,9,5,4,0
c3,숙박,스테이달하,제주특별자치도 제주시 애월읍 신엄안1길 20,2023,439,80,33,55,56,47,38,16,20,25,27,28,14
c3,숙박,스테이지게스트하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,2023,338,32,17,33,44,35,33,31,24,23,13,21,32
c3,숙박,스토리인제주게스트하우스,제주특별자치도 제주시 중앙로12길 5,2023,203,27,8,19,19,33,19,10,16,14,12,14,12
c3,숙박,스토리하우스펜션,제주특별자치도 제주시 도리중길 37,2023,207,25,18,20,16,21,14,30,24,17,12,6,4
c3,숙박,스톤성민박,제주특별자치도 서귀포시 일주서로 866,2023,143,25,8,16,13,18,8,10,16,10,4,11,4
c3,숙박,스프링데일골프앤리조트,제주특별자치도 서귀포시 남원읍 서성로 459,2023,215,28,27,23,18,19,20,20,18,9,9,11,13
c3,숙박,슬로우리제주 민박,제주특별자치도 제주시 애월읍 엄수로 77,2023,387,43,32,35,67,50,37,21,23,37,22,13,7
c3,숙박,슴게스트하우스 제주공항점,제주특별자치도 제주시 서광로5길 2-2,2023,211,27,9,19,24,22,20,16,22,18,14,7,13
c3,숙박,시땅,제주특별자치도 제주시 애월읍 고내북동길 47,2023,152,20,13,13,18,21,14,11,10,14,8,4,6
c3,숙박,시루네펜션,제주특별자치도 서귀포시 검은여로 79,2023,294,77,23,27,19,31,23,22,14,14,18,11,15
c3,숙박,시월애,제주특별자치도 서귀포시 대정읍 무릉사장로 154,2023,203,25,12,25,25,22,17,21,12,17,10,8,9
c3,숙박,신강남모텔,제주특별자치도 제주시 서광로3길 2,2023,311,26,18,34,40,28,19,38,17,37,30,14,10
c3,숙박,신등대민박,제주특별자치도 제주시 추자면 추자로 12,2023,186,21,12,18,17,18,22,12,13,17,8,18,10
c3,숙박,신라스테이 제주,제주특별자치도 제주시 노연로 100,2023,638,62,50,75,63,69,56,40,62,50,41,37,33
c3,숙박,신라호텔제주,제주도 서귀포시 중문관광로 72번길 75,2023,1505,154,133,183,191,187,159,93,98,91,72,75,69
c3,숙박,신산게스트하우스,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21,2023,138,10,14,14,19,13,19,12,14,8,10,5,0
c3,숙박,신촌돌집,제주특별자치도 제주시 조천읍 신촌5길 30,2023,471,47,42,59,58,62,35,22,38,20,17,31,40
c3,숙박,신화관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신화관 제주신화월드 호텔 앤 리조트,2023,394,56,18,33,62,48,36,29,28,33,21,12,18
c3,숙박,신흥소시민,제주특별자치도 제주시 조천읍 신흥로1길 21,2023,226,25,8,16,29,21,28,17,26,11,15,18,12
c3,숙박,실크로드펜션,제주특별자치도 제주시 용해로 21-6,2023,188,17,10,17,8,22,21,21,14,16,13,16,13
c3,숙박,심스호텔,제주특별자치도 제주시 임항로 249,2023,104,13,10,10,18,15,6,9,8,6,6,3,0
c3,숙박,썬라이즈호텔,제주특별자치도 서귀포시 중문관광로 310,2023,205,25,10,17,26,27,28,20,20,15,8,4,5
c3,숙박,썬레이크빌제주,제주특별자치도 서귀포시 성산읍 한도로 49,2023,328,38,26,22,27,36,41,17,27,64,17,7,6
c3,숙박,썬베이펜션,제주특별자치도 제주시 서흘길 14,2023,103,12,8,11,8,10,13,12,10,8,7,1,3
c3,숙박,썬비치리조트,제주특별자치도 제주시 서해안로 114,2023,376,31,33,49,24,40,36,24,43,35,32,11,18
c3,숙박,썬비치민박,제주특별자치도 제주시 우도면 우도해안길 810,2023,176,18,17,25,21,25,17,13,13,14,8,3,2
c3,숙박,썬앤문리조트,제주특별자치도 서귀포시 안덕면 사계남로 102,2023,690,62,92,102,91,77,72,47,29,39,35,20,24
c3,숙박,쏠레 민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,2023,377,39,26,44,52,31,29,22,28,35,21,18,32
c3,숙박,씨사이드아덴,제주특별자치도 서귀포시 중문관광로 124,2023,402,40,36,47,58,45,30,31,32,30,26,14,13
c3,숙박,씨스테이 리틀해녀 블루,제주특별자치도 제주시 용마로4길 15,2023,119,12,8,7,17,16,11,7,8,9,9,0,15
c3,숙박,씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,2023,206,26,16,14,27,25,12,18,14,14,15,14,11
c3,숙박,씨앤관광호텔,제주특별자치도 제주시 일주서로 7490,2023,218,28,10,19,24,25,18,29,18,19,17,7,4
c3,숙박,씨앤하우스,제주특별자치도 제주시 조천읍 조천9길 10,2023,465,50,50,35,50,44,46,41,41,22,32,12,42
c3,숙박,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 198,2023,1126,113,104,142,132,118,125,98,79,65,59,52,39
c3,숙박,씨엘블루호텔,제주특별자치도 제주시 서해안로 368-3,2023,241,24,10,28,29,24,22,22,23,32,14,5,8
c3,숙박,씨오르리조트,제주특별자치도 서귀포시 이어도로 989,2023,393,38,21,49,63,62,48,24,38,26,13,7,4
c3,숙박,씨제이 관광호텔,제주특별자치도 제주시 광양8길 24,2023,128,14,8,17,13,20,9,11,4,7,5,7,13
c3,숙박,아델리아빌,제주특별자치도 제주시 내도9길 8-15,2023,217,25,13,26,23,27,15,14,15,22,15,8,14
c3,숙박,아뜨네통나무펜션,제주특별자치도 제주시 애월읍 상하귀길 91,2023,252,27,17,37,26,31,24,24,20,15,15,5,11
c3,숙박,아띠랑스 풀앤스파 호텔,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,2023,7,0,0,0,0,0,0,0,0,0,0,0,7
c3,숙박,아띠랑스호텔,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,2023,177,19,18,23,17,21,15,19,16,11,11,7,0
c3,숙박,아란치아,제주특별자치도 서귀포시 염돈로 65,2023,71,0,0,0,0,0,0,0,32,14,12,7,6
c3,숙박,아름다운리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,2023,422,46,34,46,53,38,44,28,38,40,22,14,19
c3,숙박,아름다운펜션민박,제주특별자치도 제주시 추자면 영흥4길 62,2023,607,70,36,83,58,47,58,46,51,50,67,28,13
c3,숙박,아리스토캣펜션,제주특별자치도 제주시 서해안로 518,2023,204,26,14,21,21,40,20,14,14,10,10,6,8
c3,숙박,아림민박,제주특별자치도 제주시 서해안로 456-8,2023,345,42,23,29,35,40,32,22,19,30,25,30,18
c3,숙박,아마빌레,제주특별자치도 제주시 애월읍 애월해안로 909,2023,202,22,24,23,34,29,12,12,12,13,11,7,3
c3,숙박,아모렉스리조트,제주특별자치도 제주시 서해안로 216,2023,422,60,31,46,52,43,46,27,36,33,23,14,11
c3,숙박,아모르하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,2023,191,31,13,18,27,28,15,9,25,8,11,6,0
c3,숙박,아모르하우스 오션뷰펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,2023,7,0,0,0,0,0,0,0,0,0,0,0,7
c3,숙박,아스타호텔,제주특별자치도 제주시 서사로 129,2023,255,33,12,32,30,35,18,20,15,21,13,13,13
c3,숙박,아올키즈펜션,제주특별자치도 서귀포시 안덕면 사계중앙로 13-15,2023,292,26,27,33,44,47,25,32,15,19,7,6,11
c3,숙박,아이랑키즈펜션,제주특별자치도 제주시 애월읍 고내로7길 34,2023,1753,217,277,308,346,275,139,67,34,32,22,17,19
c3,숙박,아이미 제주비치 호텔,제주특별자치도 제주시 조천읍 조함해안로 474,2023,246,30,15,33,35,26,20,19,19,21,13,6,9
c3,숙박,아이비테라스,제주특별자치도 서귀포시 법환상로 65,2023,528,79,53,54,66,57,63,27,35,39,27,14,14
c3,숙박,아이존호텔,제주특별자치도 제주시 신광로4길 18,2023,122,27,10,15,11,14,9,7,3,16,2,6,2
c3,숙박,아이콘민박,제주특별자치도 제주시 추자면 신양서길 42-17,2023,134,24,10,22,12,12,11,12,5,13,13,0,0
c3,숙박,아이콘펜션,제주특별자치도 제주시 추자면 신양서길 42,2023,144,16,17,34,24,28,25,0,0,0,0,0,0
c3,숙박,아이콘펜션,제주특별자치도 제주시 추자면 신양서길 42-17,2023,132,0,0,0,0,0,0,36,24,35,23,14,0
c3,숙박,아인피플호텔,제주특별자치도 제주시 논세길 51,2023,180,18,11,19,17,22,15,18,13,19,11,10,7
c3,숙박,아일랜드펜션,제주특별자치도 서귀포시 성산읍 금백조로131번길 176,2023,6,0,0,0,0,0,0,0,0,0,0,0,6
c3,숙박,아침의 새소리,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,2023,396,89,49,65,60,49,28,15,14,12,10,5,0
c3,숙박,아침의 새소리펜션,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,2023,10,0,0,0,0,0,0,0,0,0,0,0,10
c3,숙박,아침의향기,제주특별자치도 서귀포시 색달중앙로 122,2023,244,28,15,60,28,21,16,13,13,19,14,9,8
c3,숙박,아침해변,제주특별자치도 제주시 조천읍 조함해안로 76-9,2023,179,24,14,16,20,23,14,12,14,8,16,5,13
c3,숙박,아쿠아뷰티크,제주특별자치도 제주시 구좌읍 해맞이해안로 522,2023,1,0,0,0,0,0,0,0,0,0,0,0,1
c3,숙박,아쿠아뷰티크,제주특별자치도 제주시 구좌읍 해맞이해안로 526,2023,225,33,16,28,34,24,22,15,19,15,14,5,0
c3,숙박,아템파우제,제주특별자치도 제주시 한림읍 월림8길 21,2023,142,13,9,13,13,20,20,11,11,14,10,7,1
c3,숙박,아토하우스,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84,2023,89,20,3,8,6,12,7,6,3,8,5,4,7
c3,숙박,아트모텔,제주특별자치도 제주시 신대로20길 48,2023,182,25,13,18,16,26,14,12,12,14,15,4,13
c3,숙박,아프리카게스트하우스,제주특별자치도 제주시 조천읍 신흥로2길 33,2023,231,23,17,22,10,24,25,13,19,20,20,21,17
c3,숙박,안녕김녕sea,제주특별자치도 제주시 구좌읍 구좌해안로 178,2023,508,30,33,56,40,58,45,40,39,35,31,34,67
c3,숙박,안녕프로젝트 게스트하우스,제주특별자치도 제주시 구좌읍 동복로2길 12,2023,131,12,6,15,17,12,20,12,12,10,7,2,6
c3,숙박,안트레 펜션,제주특별자치도 제주시 한림읍 한림중앙로 154-7,2023,243,22,20,22,23,32,30,23,15,14,20,13,9
c3,숙박,알랑가게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로153번길 2,2023,174,24,18,16,16,24,12,12,14,12,10,6,10
c3,숙박,알로하민박,제주특별자치도 제주시 한림읍 협재1길 24,2023,297,29,37,35,24,23,39,24,30,18,15,13,10
c3,숙박,알앤비타운,제주특별자치도 서귀포시 분토왓로174번길 45,2023,222,33,21,35,22,27,11,15,14,8,13,19,4
c3,숙박,애견동반 상추네,제주특별자치도 서귀포시 검은여로 81-3,2023,9,0,0,0,0,0,0,0,0,0,0,0,9
c3,숙박,애월포구풍경,제주특별자치도 제주시 애월읍 애월로11길 18,2023,340,41,31,46,38,45,38,26,23,21,20,3,8
c3,숙박,애월해안누리펜션(구 하얀둥지펜션),제주특별자치도 제주시 애월읍 애월해안로 298,2023,468,62,48,74,54,59,53,31,21,20,18,12,16
c3,숙박,야스라기펜션,제주특별자치도 제주시 애월읍 상귀서길 82-34,2023,237,36,16,24,31,26,21,17,15,19,19,3,10
c3,숙박,야크마을,제주특별자치도 서귀포시 색달중앙로 162,2023,1558,145,220,153,114,114,251,116,102,100,89,69,85
c3,숙박,야호비치하우스,제주특별자치도 제주시 조천읍 조함해안로 582,2023,574,64,47,60,62,57,58,58,48,43,24,31,22
c3,숙박,약천골민박,제주특별자치도 서귀포시 이어도로 303,2023,223,24,25,18,23,17,10,16,20,14,14,19,23
c3,숙박,언니게스트하우스,제주특별자치도 제주시 구좌읍 대수길 10-12,2023,189,20,18,28,20,19,13,11,17,13,13,5,12
c3,숙박,언니네여인숙,제주특별자치도 제주시 구좌읍 종달논길 54,2023,586,63,43,65,73,65,49,38,35,33,28,32,62
